영상ID,제목,조회수,댓글수,좋아요수,썸네일,영상설명,바이럴지표
ZVWhnbAI9CQ,"마일섬,캠노,이노 그냥 다 했습니다..ㅣ모동숲 주민",88319,147,696,https://i.ytimg.com/vi/ZVWhnbAI9CQ/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 .
 안녕하세요 여러분 혜광입니다!
 오.늘.은! 오랜만에 시청자들과 주민 노가다를 해봤는데요?
 이사노가다,캠핑장노가다,마일섬 투어까지.
 다 했습니다 ㅠㅠㅠㅠㅠ 
 오늘 영상도 재밌게 보셨다면 좋아요와 구독 꾹꾹! 눌러주세요!
 영상 시청해주셔서 감사합니다!
 .
 🎵Music provided by 브금대통령
 🎵Track : 이게 머선129 - https://youtu.be/gOtwGaQUbzM​
 🎵Track : 에어컨 아래에서 - https://www.youtube.com/watch?v=f8nd8Fq90lU
 🎵Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w
 🎵Track : 어린이날 일기 - https://youtu.be/MDNal-LrTEU​
 🎵Track : https://youtu.be/zq8p0Rk6lRM
 🎵Track : 너무 귀여운 노래 - https://youtu.be/Wz63udVDoH0
 .
 #혜광 #동숲 #동물의숲 #모동숲 #모여봐요동물의숲 #동숲주민 #캠핑장노가다 #이사노가다#주민노가다 #동숲노가다 #동숲일기 #캠노 #이노 #마일섬 #마일섬투어 #주민이사고민",1.48E+10
ka1q8s96vz4,"시청자들과 함께 데려온 주민, 마일섬 투어 ㅣ모동숲 일상",77472,147,616,https://i.ytimg.com/vi/ka1q8s96vz4/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 .
 안녕하세요 여러분 혜광입니다!
 오늘은 시청자들과 함께 크레센도 주민을 데려왔는데요?
 평소보다 긴 영상이지만 재밌게 시청해주세요!
 .
 🎵Music provided by 브금대통령
 🎵Track : 코로 부는 리코더 - https://youtu.be/ZiuisdxF66Y
 🎵Track : 뒤뚱뒤뚱 -https://youtu.be/X_88SH4Z_CQ
 🎵Track : 쳇바퀴 인생 - https://youtu.be/jpo3kYQpTZs​
 
 .
 #혜광2 #동숲 #동물의숲 #모동숲 #모여봐요동물의숲 #마일섬 #마일섬투어
 #주민이사 #동숲주민 #동숲일기 #마일티켓",1.48E+10
25kCQ6uaPww,[모동숲]모여봐요 동물의 숲 마일 섬 주민 노가다 어떻게 해요?,44454,135,351,https://i.ytimg.com/vi/25kCQ6uaPww/hqdefault.jpg,"1.빈 집터 생성 후 하루 타임어택 (주민이 이사 나간 후 빈 집터여도 가능)
 2.하루 한명 제한
 3.[3,4,5번] 주민은 성격 고정
 4.마일티켓은 유저간 거래를 활용하자
 
 유웅융 채널 구독하기(subscribe)☞https://bit.ly/38lF7Yg",1.35E+10
omyAK3YlNSc,[모동숲] 티켓 400장으로 잭슨을 데려올 수 있을까?,43891,130,343,https://i.ytimg.com/vi/omyAK3YlNSc/hqdefault.jpg,"해리포터 테마섬을 준비하고 있는 우튜브입니다.
 이번 영상에서는 제 위시 주민들을 찾기위해 마일섬으로 떠날 겁니다.
 과연 전 잭슨을 포함한 위시들을 데리고 올 수 있을까요?
 재밌게 봐주세요~^^
 
 -해리포터 관련 영상-
 
 해리 포터 테마섬 꾸미기
 더즐리 거실 : https://youtu.be/GqzUZQ7pvcc
 
 삭제 장면 모음
 1편 마법사의 돌 삭제 장면 : https://youtu.be/P0Z6jCmZ2p4
 2편 비밀의 방 삭제 장면 1부 : https://youtu.be/aqxUGSApymQ
 2편 비밀의 방 삭제 장면 2부 : https://youtu.be/N8tyvTvLTtc
 2편 비밀의 방 삭제 장면 3부 : https://youtu.be/YQrSzYelklI
 3편 아즈카반의 죄수 삭제 장면 : https://youtu.be/jIxclmJVd-s
 4편 불의 잔 삭제 장면 : https://youtu.be/bZcPOZAwhhQ
 5편 불사조 기사단 삭제 장면 : https://youtu.be/1OcweaS-Hw8
 6편 혼혈왕자 삭제 장면 : https://youtu.be/rjl-Shpe_Ww
 7편 죽음의 성물 1부 삭제 장면 : https://youtu.be/p0ZTP5R6_KI
 8편 죽음의 성물 2부 삭제 장면 : https://youtu.be/bXm-I-TRlIg
 
 소설 속 해리 포터
 https://youtu.be/eKwEpm__FI0
 
 헤르미온느 인종에 대한 미스터리
 https://youtu.be/gpeON88fT9M
 
 버논이 해리를 싫어한 이유
 https://youtu.be/-XY5QvkwmrQ
 
 호그와트 입학 거부당한 여자
 https://youtu.be/w3gZtbHPOuA
 
 헤르미온느가 아니라 헐마이오니? 등장인물 영어 발음
 https://youtu.be/5yIWiz-otUE
 
 꽃말로 보는 릴리, 페튜니아, 세베루스
 https://youtu.be/oGSyE2jOXCM
 
 롤링과 엠마 왓슨 인터뷰로 보는 헤르미온느
 https://youtu.be/b6nXewk8Icw
 
 구독, 좋아요, 알람 설정은 저에게 큰 힘이 됩니다.
 
 
 인트로 음악
 Music by MBB
 https://www.youtube.com/c/mbbmusic
 https://www.instagram.com/mbb_music
 https://soundcloud.com/mbbofficial
 https://spoti.fi/2wqzjwK
 
 
 #해리포터 #모동숲 #동물의숲",1.30E+10
4qM9RJbLOzc,[모동숲 팁] 마일섬 노가다 방법과 주의사항,53701,102,330,https://i.ytimg.com/vi/4qM9RJbLOzc/hqdefault.jpg,"#동물의숲 #마일섬
 이번 영상에서는 마일섬 노가다에 대해 알아봤습니다
 전 위시는 따로 없고 그냥 귀여운 아이들 다 좋아해요
 오늘은 귀여운 친구가 빨리 나와 마일 티켓을 15장밖에 쓰지 않았네요 ㅎㅎ
 이번 영상도 봐주셔서 감사합니다😊
 궁금한 점은 댓글로 물어보시면 최대한 답변해드릴게요!",1.02E+10
KMeGurk4bNw,마일 티켓 100장 들고 위시 주민 찾으러 마일섬 투어 떠나기 ㅣ모동숲 일상,60621,92,507,https://i.ytimg.com/vi/KMeGurk4bNw/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 
 안녕하세요 여러분 혜광입니다!!
 지독한 몸살로 2주만에 찾아왔는데요?
 영상을 올리는 지금도! 아직 다 낫지 않아 골골되는중입니다..
 2주동안 안 올리는 건 용납할 수 없어서 남자친구 더빙으로 찾아왔는데요?
 영상퀄이 많이 아쉽지만 그래도 ..! 재밌게 봐주셨으면 좋겠습니다!!
 다음 주 영상은 더 좋은 영상으로 찾아뵐테니 다음주에 다시 만나요!!!
 .
 .
 🎵Music provided by 브금대통령
 🎵Track : Ready To Nap - • [https://www.youtube.com/watch?v=UZE2a9gTsDk ]
 🎵Track : Piggy Cake - • [ https://www.youtube.com/watch?v=BOsYmetTil0 ]
 🎵Track : 오리가족의 외출 - • [https://youtu.be/g84nkO4afvM]
 .
 .
 #혜광2 #동숲 #동물의숲 #모동숲 #모여봐요동물의숲 #마일섬 #마일섬투어
 #주민이사 #동숲주민 #동숲일기 #마일티켓",9.25E+09
orw1qCzKzCM,크레센도에 새로운 주민들이 이사왔어요!! ㅣ모동숲 마일섬 ㅣACNH,43034,90,329,https://i.ytimg.com/vi/orw1qCzKzCM/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 
 안녕하세요 여러분 혜광입니다!
 오늘은 저번영상 '이사노가다'편의 후편이라고 봐주시면 될 것 같습니다!!
 오늘 영상도 재밌게 봐주시고 좋아요 구독 꾹꾹!! 눌러주세요 ㅎㅎ!!
 .
 [00:00] 인트로
 [00:17] 캠핑장에 방문한 주민들
 [02:13] 알아두셔야 할 세 가지
 [03:58] 제 2장 마일섬투어
 [04:40] 마일섬에서 만난 주민들
 [08:02]아웃트로
 .
 .
 
 [BGM]
 🎵Music provided by 브금대통령
 🎵Track : A Light Tread - • [https://youtu.be/oea1dq0A5cY]
 🎵Track : 쳇바퀴 인생 - • [https://youtu.be/jpo3kYQpTZs​]
 🎵Track : Piggy Cake - • [ https://www.youtube.com/watch?v=BOsYmetTil0 ]
 🎵Track : Ready To Nap - • [https://www.youtube.com/watch?v=UZE2a9gTsDk ]
 🎵Track : 도둑의 계획 - • [https://www.youtube.com/watch?v=CKuI-6-Izhc&t=9s]
 🎵Track : 날아라 슈퍼코기 - • [ https://www.youtube.com/watch?v=PZlQXsEPJ6M&t=9s ]
 🎵Track : Good Mood - • [ https://youtu.be/i4yTbgUJdbk ]
 .
 .
 #동숲 #동물의숲 #모동숲 #모여봐요동물의숲 #초기주민 #마일섬 투어 #힐링 #모동숲 꿀팁 #동숲 일기 #주민 이사 #캠핑장 주민 #주민",9.03E+09
Ce1uY1ycdSU,스피카 뽑으려다 자연이사로 인기주민?!... [모동숲 마일섬 뽑기],85953,87,531,https://i.ytimg.com/vi/Ce1uY1ycdSU/hqdefault.jpg,#동물의숲 #모동숲 #마일섬 #신규주민 #인기주민 #스피카 #마일 노가다,8.75E+09
h_8gFLaVmGA,"[모동숲 공략] 다른 섬 가서 파밍, 주민 데려오기, 친구 섬으로 여행가는 법!! - 최준스",65247,78,375,https://i.ytimg.com/vi/h_8gFLaVmGA/hqdefault.jpg,"-아주 기초적인 공략입니다. 너무 쉬운거 왜 공략영상 만드냐는 분도 있으실 텐데 전 초딩이였을 때 대출금 갚는 방법 몰라서 고생했었음 ㅋㅋㅋ
 -초보 동숲러들과 입문자들을 위한 가이드입니다!!
 -여러 공략영상 추가 업로드 예정입니다!
 
 저와 소통하고픈 사람들을 위한 트위터:
 https://twitter.com/Joons_CHOI
 
 생방송은 트위치에서 합니다!
 
 ▶최준스 구독하기:https://goo.gl/5Pz9m6
 영상이 도움되셨고 새로운 영상소식 제일 먼저 받아보고 싶으시다면 유튜브 구독 및 좋아요 부탁드립니다! 앞으로 이런 영상을 계속 올릴 예정입니다!
 
 ==디스코드==
 https://discord.gg/BTzF8wt
 제보, 팬아트, 대화, 수다 모두 환영합니다!!
 
 (현재는 일시적 휴방중)평일과 매주 금,토,일은 트위치에서 생방송을 하고 있습니다!
 
 트위치도 최준스가 제 닉네임입니다!! 많이들 들러주세요!
 ▶▶트위치 주소:https://www.twitch.tv/jamestreaming
 
 #닌텐도스위치 #동물의숲 #모여봐요동물의숲 #최준스
 
 모여봐요 동물의 숲
 あつまれどうぶつの森
 Animal Crossing: New Horizons",7.84E+09
QOKkoATg5OU,마일섬에서 애플이 찾기 [모동숲],83869,77,756,https://i.ytimg.com/vi/QOKkoATg5OU/hqdefault.jpg,"#동물의숲 #모여봐요동물의숲 #애플이
 
 
 ◆ 비즈니스 문의 : ad@lolq.co.kr
 ◆ 개인 문의 : kbd2018@naver.com
 ◆ 트위치 생방송 : https://www.twitch.tv/kimbangduck
 ◆ 인스타 : gyeonmoung
 ◆ 팬카페 : https://cafe.naver.com/gyeonnim",7.78E+09
UE6l5sE1Tro,"모동숲 친절A, 친절B에 대한 모든 것! (성격 서브타입, 대화유형 총정리)",79581,74,773,https://i.ytimg.com/vi/UE6l5sE1Tro/hqdefault.jpg,"이번엔 여섯번째 성격, ""친절함"" 성격에 대해 분석해봤어요! 
 내성적이지만 할말은 다 하는 똑띠들!! 
 
 인기주민 뽀야미, 사이다, 귀오미, 이요, 다람, 문리나, 메이 등이 모두 친절주민 이랍니당 
 
 친절주민들은 독서, 요리, 뜨개질 같이 집에서 하기 좋은 취미를 즐겨요! 
 
 요즘같은 시국에 알맞는 취미 생활이네요 ㅎ.ㅎ 
 
 #모동숲 #모여봐요동물의숲 #animalcrossing",7.48E+09
ueYFjXIHHh4,동물의 숲] 마일섬에서 만나는 귀엽고 재미있는 주민들 l 미첼 런 2회차,56557,65,829,https://i.ytimg.com/vi/ueYFjXIHHh4/hqdefault.jpg,"재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의숲 / 닌텐도 스위치 / 업데이트 / 미첼 / 스피카 / DLC / 주민영입 
 
 #대도서관 #모동숲 #미첼 #신규주민 #요약본 #동물의숲 #상황극",6.58E+09
eF3YZmvrINY,[모동숲] 마일티켓 160장으로 위시 주민 데리고 오기 🦌,63713,65,546,https://i.ytimg.com/vi/eF3YZmvrINY/hqdefault.jpg,#모동숲 #마일섬노가다 #위시주민,6.55E+09
w5l8_AbqITA,[모동숲] 마일티켓 50장 들고 미애 찾아 떠나는 마일섬 투어✈🏝💦,42782,65,279,https://i.ytimg.com/vi/w5l8_AbqITA/hqdefault.jpg,"힘들게 모은 마일티켓 ""미애 꼭 데려오고 싶다""
 
 #모동숲 #마일섬노가다 #미애",6.53E+09
hddA8h0BEMY,[모동숲] 마일티켓 174개로 위시 주민 데려오기 🐹🤎,49047,59,342,https://i.ytimg.com/vi/hddA8h0BEMY/hqdefault.jpg,#모여봐요동물의숲 #마일섬노가다 #쭈니 #위시주민,5.93E+09
egWuFzXbdhw,🏝️ 바델의 마일섬 완전정리! 이미지로 보는 깔끔한 마일섬 공략 🏝️,64034,51,617,https://i.ytimg.com/vi/egWuFzXbdhw/hqdefault.jpg,"시작하자마자 간 섬이 지느러미섬이였는데 그것도 모르고 낚시도 안하고 그냥 나왔다는걸 깨닫고 홧김에 만들었습니다.. ㅎㅎ
 p.s) 제 친구는 코로나 걸렸다는데 여러분들은 아프지 말고 집에서 해피동숲 합시다 여러분..!!! ㅠㅠㅠ
 
 -----------------------------------------------------------------------------------------------
 
 오늘도 제 채널에 찾아와주셔서 진심으로 감사하다는 말씀을 전합니다.
 
 채널에 대한 피드백 및 모든 문의는
 
 E-mail // vadelcontact@gmail.com 로 받고있습니다 :)
 
 다시 한 번 감사합니다! 델-바!
 
 
 #마일섬 #마일섬종류 #동물의숲 #모동숲 #동숲",5.16E+09
JfgAbBf_xC0,모동숲 액자작 공략 (생일작/주민의 사진 하루만에 얻는 법),58541,49,923,https://i.ytimg.com/vi/JfgAbBf_xC0/hqdefault.jpg,"액자 노가다 공략입니다 😙
 
 __
 
 //Codes//
 
 ✨ 해피홈 파라다이스: RA-2350-2064-4449
 ✨ 마늘섬 꿈번지(미완성): DA-9355-4933-3878
 
 __
 
 //Contact Info.//
 
 💛E-Mail : sally.crossing.33@gmail.com
 💛Instagram : @sally_crossing_acnh
 💛https://www.instagram.com/sally_crossing_acnh/
 
 인스타에 섬꾸미기, 별장꾸미기 이미지를 올리고 있어요😊
 
 __
 //Timeline//
 
 00:00 본인 사진을 본 주민의 반응
 00:20 액자 노가다 리얼타임 공략
 01:27 타임슬립 공략 (하루컷)
 03:50 친밀도 확인 방법
 
 __
 //Music//
 
 Ehrling-Lounge
 Ehrling-Dance with Me
 __
 
 #모여봐요동물의숲 #모동숲 #액자작 #액자노가다 #동물의숲 #acnh #anchinspo",4.99E+09
d2CMuFbAznA,모동숲 대장 분양보내고 마일섬 노가다로 신규주민 영입하기!,208523,444,0,https://i.ytimg.com/vi/d2CMuFbAznA/hqdefault.jpg,"동물의숲 주민들을 입양/분양하는 방법이 궁금하셨나요?
 대장이 갑자기 이사통보를 하길래 쿨하게 보내면서 마일섬 노가다로 신규주민 영입까지 하는 영상! 함께봐주세요~
 
 무상or일정금액을 받고 주민을 다른섬으로 보내는 것(분양) 데려오는것(입양)
 1. 섬안의 A주민이 이사가고싶다고 말한다.
 2. OK 잘가 해준다.
 3. 다음날 그 주민이 짐을 싼 상태에서
 4. A주민 입양을 원하는 사람을 찾는다.
 5. 내 섬의 문을 연다.
 6. 입양받기로한 사람이 A주민에게 가서 말을걸고 우리섬에서 살자고한다.
 7. 또 다음날이 되면 A주민은 이사가고 빈집터만 남는다.",4.44E+09
o9iMP4uA1fA,마일섬 투어 쿨타임 찼다! 새롭게 만난 친구들과 주민 교체 | 모동숲 일상,38275,41,251,https://i.ytimg.com/vi/o9iMP4uA1fA/hqdefault.jpg,"🧡멤버십 가입
 https://www.youtube.com/channel/UCdJbe2iRFRNrbBh2JXDI_xg/join
 🧡후원하기 : https://toon.at/donate/short_da
 🧡팬카페 : https://cafe.naver.com/shortdamayo
 📩메일주소 : haggoggo09@gmail.com
 
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 🎵Music provided by 브금대통령
 🎵Track : 뒤뚱뒤뚱 https://youtu.be/X_88SH4Z_CQ?si=_MlCVOesiMJww9DV 
 🎵Track : 갑자기 멍때리기 https://youtu.be/TdQYTw-jhw8?si=82XochLgdM67o6DO
 🎵Track : Ready To Nap https://youtu.be/UZE2a9gTsDk?si=oWXrhCJHsnH_Kafy
 🎵Track : Baby Swing https://youtu.be/c6jIGVNOGs0?si=78L6AN_BB9dz8OM3
 🎵Track : Confusing Road https://youtu.be/ydPppyQQdPc?si=KiOvTkTtduJImk3Z
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 
 #모동숲 #acnh #마일섬노가다",4.13E+09
E1oCdaXiqxg,미첼과 바닐라가 이사갔습니다... 주섬주섬의 새 주민은?,41674,34,337,https://i.ytimg.com/vi/E1oCdaXiqxg/hqdefault.jpg,"🧡멤버십 가입
 https://www.youtube.com/channel/UCdJbe2iRFRNrbBh2JXDI_xg/join
 🧡후원하기 : https://toon.at/donate/short_da
 📩메일주소 : haggoggo09@gmail.com
 
 BGM
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 🎵Music provided by 브금대통령
 🎵Track : 브금의 숲
 https://youtu.be/bVMW54kAO94?si=fSWkPil-K-m7i4nQ
 🎵Track : 갑자기 멍때리기 https://youtu.be/TdQYTw-jhw8?si=82XochLgdM67o6DO
 🎵Track : 우아한 나의 산책
 https://youtu.be/i-SqEknyz1Y?si=j8pdRB99u3NRIk7y
 🎵Track : Spring walk https://youtu.be/CxvrYOr4PpI?si=vsYCIHWEVigo4r2E
 🎵Track : Confusing Road - 
 https://youtu.be/ydPppyQQdPc
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 
 #모동숲 #모여봐요동물의숲 #acnh",3.43E+09
DA6GuQ7MO74,마일티켓 400장 준비했습니다! 마일섬 투어 출발🎵 모동숲 일상,50080,27,348,https://i.ytimg.com/vi/DA6GuQ7MO74/hqdefault.jpg,"🧡멤버십 가입
 https://www.youtube.com/channel/UCdJbe2iRFRNrbBh2JXDI_xg/join
 🧡후원하기 : https://toon.at/donate/short_da
 🧡블로그 : short-d.tistory.com
 📩메일주소 : haggoggo09@gmail.com
 
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 🎵Music provided by 브금대통령
 🎵Track : 뒤뚱뒤뚱 https://youtu.be/X_88SH4Z_CQ?si=_MlCVOesiMJww9DV 
 🎵Track : 갑자기 멍때리기 https://youtu.be/TdQYTw-jhw8?si=82XochLgdM67o6DO
 🎵Track : 여름밤의 꿈 https://youtu.be/hC29Vt9u6T0?si=wKp9stVrXbbZI6lt
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 
 #모동숲 #acnh #마일섬투어",2.73E+09
fH3gF3r5-VU,마일섬 노가다의 끝! 애플이를 만났어요! 모동숲 [애니한],42078,30,86,https://i.ytimg.com/vi/fH3gF3r5-VU/hqdefault.jpg,"구독 클릭~ https://goo.gl/s56Wql (구독과 좋아요 꼭꼭 눌러주세요!)
 [애니한의 이야기]
 
 주소: 서울특별시 강남구 테헤란로 521 파르나스타워 CJ E&M 다이아티비/애니한 앞
 문의메일: jellydudalhan@gmail.com
 
 #애니한 #게임 #동물의 숲
 
 [애니한의 SNS와 웹사이트]
 애니한TV 인스타 https://www.instagram.com/anniehantv/?hl=ko
 애니한TV 페이스북 https://www.facebook.com/anniehantv/
 네이버 TV 캐스트 http://tvcast.naver.com/anniehan
 쥬니어네이버 http://jr.naver.com/creative/anniehan_play
 
 
 Copyright ⓒ 2020 AnnieHanTV | AnnieHanTV All Rights Reserved.
 해당 영상의 저작권은 크리에이터 애니한에게 있습니다.",3.09E+08
nrZ-4vT2xdc,[모동숲]인기주민과 함께하는 카니발 이벤트 공략/2022년 [animal crossing] [あつまれ どうぶつの森],606,1,12,https://i.ytimg.com/vi/nrZ-4vT2xdc/hqdefault.jpg,"00:40 너굴상점 비바! 카니발 리액션 레시피.
 01:20 베르리나 깃털 모으기 미션.
 01:27 DIY 무지개 깃털 레시피 받음.
 02:01 주민과 깃털 교환하기.
 02:13 베르리나 카니발 아이템 교환.
 02:26 베르리나 무지개 깃털 미션.
 03:10 베르리나 무지개 깃털 최종 보상 카니발 플로트.
 03:17 카니발 아이템 10종.
 03:21 카니발 아이템 리폼.
 03:32 카니발 관련 상품 안내.",112606
dhzCx6YeY3A,[모동숲]인기 주민 시베리아 생파/크리스마스 아이템/풍선 노가다/크리스마스 꿀팁/레시피 공략/레시피 얻기 [animal crossing] [あつまれ どうぶつの森],54,0,3,https://i.ytimg.com/vi/dhzCx6YeY3A/hqdefault.jpg,게임 안하고 보기만 해도 힐링되는 모여봐요 동물의숲~~,354
